web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
"1554395284-257","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@StandMagazine1","STAND magazine","STAND magazine’s Father’s Day Gift Guide http://www.stand-magazine.com/stand-magazines-fathers-day-gift-guide/ … via @STANDmagazine1 @TommyJohn @DrSquatchSoapCo @UpliftingDad 
@MudLOVE @plugable @missionworkshop @StateBicycleCo @Echoscomm #fathersday #dad #gift","","5","7","1528124875000","8:07 AM - 4 Jun 2018","/StandMagazine1/status/1003654589294563328"
"1554395284-346","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","Sasquatch showering vid from Sasquatch and Company!  Happy New Year Squatch Nation!  https://www.youtube.com/watch?v=-tAvZJVXt9I …","","1","1","1388534245000","3:57 PM - 31 Dec 2013","/DrSquatchSoapCo/status/418169050326245377"
"1554395284-311","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@KevinMathewson","Kevin Mathewson","Just got my first order of soap from @DrSquatchSoapCo. Going to have to take 5 showers today to try them all out! pic.twitter.com/AYLWPUZhMI","","2","3","1422288950000","8:15 AM - 26 Jan 2015","/KevinMathewson/status/559746545621680128"
"1554395284-316","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@Shopify","Shopify","""In a year we went from 500 in monthly revenue to being featured in Birchbox and men's journal"" @drsquatchsoapco http://bit.ly/1lNVFhe","","","7","1411045984000","6:13 AM - 18 Sep 2014","/Shopify/status/512590128389578752"
"1554395284-304","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@sprezzabox","SprezzaBox","What was your favorite item from the Empire Box? @bullandmoose @weekend_casual @saltdapper @drsquatchsoapco @yosoxpic.twitter.com/UTotP7JQL2","","3","5","1441844469000","5:21 PM - 9 Sep 2015","/sprezzabox/status/641768337375133696"
"1554395284-196","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@skiploadout","skiploadout","Maybe I'll pick up a bar and see how manly I can get!","","","","1554253212000","6:00 PM - 2 Apr 2019","/skiploadout/status/1113244777200246784"
"1554395284-378","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","Natural Products in the bathroom - what to consider when remodeling.. http://brev.is/V654","","","","1355097871000","4:04 PM - 9 Dec 2012","/DrSquatchSoapCo/status/277926731988488192"
"1554395284-302","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@Brewenthusiast","The Brew Enthusiast","It's like angels washed my body with the essence of the forest. Love the soap from @DrSquatchSoapCo!","1","1","2","1444845733000","11:02 AM - 14 Oct 2015","/Brewenthusiast/status/654356549431861248"
"1554395284-367","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","There is a new review on Sasquatch Gift Boxes - Thanks Eric T.. https://yotpo.com/go/1bi17  via @yotpopic.twitter.com/gaWAXPSXsP","","2","","1369665083000","7:31 AM - 27 May 2013","/DrSquatchSoapCo/status/339026046814941184"
"1554395284-359","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","""When one tugs at a single thing in nature he finds it attached to the rest of the world."" John Muir","","","1","1380761691000","5:54 PM - 2 Oct 2013","/DrSquatchSoapCo/status/385568597407313922"
"1554395284-289","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@ElvisDuranShow","Elvis Duran Show","#WhatsTrending: Ooh! Sooo Maaanly! @Bonobos + @DrSquatchSoapCo! --
http://elvisduran.iheart.com/articles/what-we-talked-about-136656/whatstrending-ooh-sooo-maaanly-bonobos-dr-14496327/#ixzz434nCo2L6 … via @RadioBethanypic.twitter.com/fYqXXCJ97u","1","2","10","1458138711000","7:31 AM - 16 Mar 2016","/ElvisDuranShow/status/710111340967436289"
"1554395284-278","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@jrjanis","Jeff Janis","Shoutout to @DrSquatchSoapCo for the all natural man soap! Check em out! pic.twitter.com/BHIkaceqoR","3","","31","1481586132000","3:42 PM - 12 Dec 2016","/jrjanis/status/808456952049176577"
"1554395284-206","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DavidSicilian","David","@DrSquatchSoapCo I am placing my order for yoyr soap in just a few moments.   This will be the 1st time and probably the last time I break my solid rule of not patronizing any vendor where I am forced to watch a commercial before a video on YouTube. I'm ordering SOON! pic.twitter.com/9YmhFOdZOT","","1","2","1554062277000","12:57 PM - 31 Mar 2019","/DavidSicilian/status/1112443939238436864"
"1554395284-310","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@PortlandGS","Portland General","Honored to be included in the lineup of soaps on @themanualguide with @ernestsupplies @BaxterOfCA @Kiehls @DrSquatchSoapCo","","1","4","1425334697000","2:18 PM - 2 Mar 2015","/PortlandGS/status/572521331742384128"
"1554395284-253","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","Check this Podcast out! Super good Listen!https://twitter.com/benandbikes/status/1018139274091290624 …","1","","3","1531862275000","2:17 PM - 17 Jul 2018","/DrSquatchSoapCo/status/1019330380262830080"
"1554395284-295","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@john_branyan","John Branyan","Make me laugh and win a gift! http://buff.ly/1NsqfWb  #ChristmasSquatch @DrSquatchSoapCo pic.twitter.com/CzucUzGFkE","4","1","6","1450103286000","6:28 AM - 14 Dec 2015","/john_branyan/status/676408325865623553"
"1554395284-338","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","We're proud and excited to officially be Dr. Squatch Soap Co.!  Tons of exciting new things happening.… http://instagram.com/p/nViuihIQnq/","1","2","2","1398694735000","7:18 AM - 28 Apr 2014","/DrSquatchSoapCo/status/460785233424809984"
"1554395284-262","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@Beauseph2187","Mountain Medic","I got new soaps today from @DrSquatchSoapCo and now I smell like I could build a cabin while wrestling a bear. It’s Ron Swanson in soap form","","","2","1508293887000","7:31 PM - 17 Oct 2017","/Beauseph2187/status/920477396238721024"
"1554395284-356","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","Squatch? Nooo...Yeti...maybe. User of Deep Sea Goats Milk? Definitely. #sasquatch #yeti #beast #goat… http://instagram.com/p/f0Lo8GIQvr/","1","1","","1382543139000","8:45 AM - 23 Oct 2013","/DrSquatchSoapCo/status/393040529178771456"
"1554395284-296","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@HighBrewCoffee","High Brew Coffee","@cmartrocks @DrSquatchSoapCo @reedsgingerbrew @Forgethangover @Luichiny @DrinkDiabolo @PuraVidaTequila @RockTheVote You're welcome!","","1","5","1449990209000","11:03 PM - 12 Dec 2015","/HighBrewCoffee/status/675934044790644736"
"1554395284-382","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","Thinking about what to plant in your garden next year?  Check out this article for what to plant to help with skincarehttp://brev.is/mg14","1","1","","1354150968000","5:02 PM - 28 Nov 2012","/DrSquatchSoapCo/status/273955135850430464"
"1554395284-318","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@BirchboxMan","BirchboxMan","Win these Summer Camp Essentials! @IzolaNYC @areaware @bushsmarts @baxterofca @drsquatchsoapco http://trib.al/VVPstG6 pic.twitter.com/3Ifwi7QAAI","","3","7","1408462522000","8:35 AM - 19 Aug 2014","/BirchboxMan/status/501754300536991744"
"1554395284-275","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@khamner","Cigars_For_The_Win","Mail Call! @drsquatchsoapco #drsquatch #cigarsforthewin #soap #mailcall http://ift.tt/2lPbolg pic.twitter.com/DsuwG35z59","1","2","7","1487874729000","10:32 AM - 23 Feb 2017","/khamner/status/834833239273566209"
"1554395284-284","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@fadeinpitchfest","Hollywood Pitch Fest","Hollywood Pitch Festival welcomes @DrSquatchSoapCo as an official sponsor. Beautiful, handmade, all natural soaps. pic.twitter.com/N1LGDmAYYF","","1","4","1466547257000","3:14 PM - 21 Jun 2016","/fadeinpitchfest/status/745379340188155904"
"1554395284-234","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@KeenParts","CorvetteParts.net","Welcome to #NASCAR!","","1","3","1550187227000","3:33 PM - 14 Feb 2019","/KeenParts/status/1096190798679498753"
"1554395284-264","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","So awesome, @byJackTaylor ! We love seeing our bars travel the world!https://twitter.com/byJackTaylor/status/903273241527156736 …","","","4","1504233475000","7:37 PM - 31 Aug 2017","/DrSquatchSoapCo/status/903446792313954304"
"1554395284-339","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","The Mixing table is hot right now at Squatch HQ!pic.twitter.com/KNutasO2Kp","1","1","4","1394168814000","9:06 PM - 6 Mar 2014","/DrSquatchSoapCo/status/441802146636255232"
"1554395284-287","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@thenerdmachine","Nerd HQ","Clean it up, Manly Style with this ep of #WitB featuring @drsquatchsoapco Plus your chance to win free stuff! http://youtu.be/fUKd6K7c224?a","1","4","7","1460403829000","12:43 PM - 11 Apr 2016","/thenerdmachine/status/719611933092114432"
"1554395284-373","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","Thx @fontania1 Biggest sale ever goin down at #sasquatch HQ.  Xmas shopping done right.pic.twitter.com/TDDXvY2q","","1","","1359149857000","1:37 PM - 25 Jan 2013","/DrSquatchSoapCo/status/294921994854621185"
"1554395284-341","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","@sasquatchdene you bet! Squatch's gotta support fellow Squatch's. Keep Squatchin!","","","2","1391799722000","11:02 AM - 7 Feb 2014","/DrSquatchSoapCo/status/431865454076755968"
"1554395284-279","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@waterforpeople","Water For People","We love #hygiene! Use the code 10FOR10 when ordering from @DrSquatchSoapCo to save 10% & give 10% to #WaterForPeople http://ow.ly/roCN306ZmgL pic.twitter.com/vuK8wy68KJ","","2","7","1481385657000","8:00 AM - 10 Dec 2016","/waterforpeople/status/807616097956614144"
"1554395284-227","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@BroBible","BroBible","Become The Most BADASS Smelling Version Of Yourself With Dr. Squatch’s All-Natural Soap Products http://ow.ly/dgqt30nNa4R  #Ad @DrSquatchSoapCo","","1","2","1550803203000","6:40 PM - 21 Feb 2019","/BroBible/status/1098774388948852736"
"1554395284-226","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@MakerIO","maker.io","It's on like Donkey Kong! #KiCon2019   - April 26 & 27 - Windy City 

Details: https://dky.bz/2HHil3b    via @hackadaypic.twitter.com/fuW4jSPhWC","","2","2","1553735403000","6:10 PM - 27 Mar 2019","/MakerIO/status/1111072930149081088"
"1554395284-342","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","We can't promise you hand delivery from this Squatch because he has no shoes on...but we can promise… http://instagram.com/p/kFvlbKoQq7/","","1","1","1391722153000","1:29 PM - 6 Feb 2014","/DrSquatchSoapCo/status/431540106810650624"
"1554395284-379","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","Congrats to all who did #movember to raise awareness.  1/2 of men will be diagnosed with cancer. See the impact..  http://brev.is/b654 !","","","","1354911545000","12:19 PM - 7 Dec 2012","/DrSquatchSoapCo/status/277145224042655745"
"1554395284-347","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","Over $400 raised for the Romaniv Orphanage in Ukraine today at a simple gathering of kind hearted… http://instagram.com/p/hfCAliIQnp/","","","1","1386128693000","7:44 PM - 3 Dec 2013","/DrSquatchSoapCo/status/408079435729227776"
"1554395284-300","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@KinjaPromotions","KinjaPromotions","If your soap irritates your skin, it's doing it wrong. Go all natural with @DrSquatchSoapCo http://deadspin.com/save-25-on-the-dr-squatch-natural-soap-4-pack-27-1740861510 …","","1","3","1447101007000","12:30 PM - 9 Nov 2015","/KinjaPromotions/status/663815855269105665"
"1554395284-366","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","There is a new review on SoapScription - Deluxe - Thanks Michael Gray. https://yotpo.com/go/21ydw  via @yotpo","","","","1371075212000","3:13 PM - 12 Jun 2013","/DrSquatchSoapCo/status/344940559493918720"
"1554395284-231","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@MikeDsBBQ","Mike D’s BBQ","Shoutout to @RyanSiegRacing and @buckcentral10 for their top 10 finishes today @DISupdates and @joshbilicki for a solid run as well!!! The @Larrys_Lemonade @NightOwlInc1 @C2Freight @LombardBros @DrSquatchSoapCo cars all ran great today!!!! Great team, great sponsors, great day!!","2","7","20","1550354976000","2:09 PM - 16 Feb 2019","/MikeDsBBQ/status/1096894391506124802"
"1554395284-384","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","November is Men's health awareness month! Who's got the best Movember - stache out there?  Best pic gets a free bar of soap!","","","","1353713990000","3:39 PM - 23 Nov 2012","/DrSquatchSoapCo/status/272122313577734144"
"1554395284-209","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@The_Mad_Monarch","The_Mad_Monarch","You know what? I'm actually going to praise a brand here on twitter. @DrSquatchSoapCo

I bought that soap bar, and it's actually really good. And the email they sent may have been the single funniest message I have ever gotten from company after ordering their stuff.","1","","1","1553975330000","12:48 PM - 30 Mar 2019","/The_Mad_Monarch/status/1112079256278847488"
"1554395284-281","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@GennaHartung","Genna Hartung","This couldn't be more delayed - but thanks to @DrSquatchSoapCo for the shoutout, and check out everyone else! http://blog.drsquatch.com/best-outdoor-instagrammers/ …","1","","2","1481069882000","4:18 PM - 6 Dec 2016","/GennaHartung/status/806291640952438784"
"1554395284-352","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","Us here at Squatch HQ are darn proud of all our current and former soldiers.  Thank you for your… http://instagram.com/p/gkyi84IQuM/","","","","1384174204000","4:50 AM - 11 Nov 2013","/DrSquatchSoapCo/status/399881712689508352"
"1554395284-239","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@MotorsportsTrib","Motorsports Tribune","After one season at JP Motorsports, @joshbilicki moves to @RyanSiegRacing's three-car operation and will run the entire @NASCAR_Xfinity season. His primary sponsor at @DISupdates will be @DrSquatchSoapCo. #NASCAR via @TheLTFileshttps://motorsportstribune.com/bilicki-set-to-run-entire-xfinity-season-with-rss-racing/ …","","3","10","1549315880000","1:31 PM - 4 Feb 2019","/MotorsportsTrib/status/1092536104891248642"
"1554395284-217","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@H_MooreCO","Broncofan_H","pic.twitter.com/GClM5XDFk1","1","","","1553809430000","2:43 PM - 28 Mar 2019","/H_MooreCO/status/1111383419420696577"
"1554395284-247","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@CocaCola","Coca-Cola","When all your delicious dreams come true.   #OrangeVanilla #ZeroSugarpic.twitter.com/dUmKFj9oMW","1.3K","902","9.5K","1553266110000","7:48 AM - 22 Mar 2019","/CocaCola/status/1109104571266318336"
"1554395284-288","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@mikewardian","michael wardian","Thank @drsquatchsoapco for the goodies. After all the runs. Nice to smell delicious #drsquatch https://www.instagram.com/p/BEDvHIpQDOB/","1","1","2","1460374273000","4:31 AM - 11 Apr 2016","/mikewardian/status/719487968281567232"
"1554395284-245","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@benandbikes","Ben & Bikes","9 percent of white men in the United States have daily feelings of depression or anxiety.

Tomorrow, join me for episode 41 of the podcast, looking at the important work @go4graham is doing. Shout-out to @peopleforbikes @DrSquatchSoapCo @CheckInFDTN & @PrimalWear.pic.twitter.com/WPeEXgs0Fd","1","4","7","1544828394000","2:59 PM - 14 Dec 2018","/benandbikes/status/1073714223035879429"
"1554395284-355","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","Thinking about buying Pine Tar? Read our latest review of the product by James. https://yotpo.com/go/xgn180di  via @yotpopic.twitter.com/bouhxoMPzg","","1","1","1382820606000","1:50 PM - 26 Oct 2013","/DrSquatchSoapCo/status/394204313134071808"
"1554395284-277","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@Joshthomastn","Josh Thomas","Score! One @DrSquatchSoapCo Soapscription for Christmas. Best men's soap hands down. I'm a Pine Tar man. pic.twitter.com/QMkYb5nnGX","","","3","1482700861000","1:21 PM - 25 Dec 2016","/Joshthomastn/status/813132466303205377"
"1554395284-285","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@ABrightMonster","Alex Brightman","Real rock stars (or at least people who play them on Broadway) use @DrSquatchSoapCo. Lifelong customer. pic.twitter.com/9hLro7lGQr","1","5","70","1465309925000","7:32 AM - 7 Jun 2016","/ABrightMonster/status/740189590158475265"
"1554395284-349","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","Cyber Monday is here and we're going ham! Type in: Cybersquatch in the discount box for 20% off all purchases today. http://www.sasquatchsoap.com","","","","1385994881000","6:34 AM - 2 Dec 2013","/DrSquatchSoapCo/status/407518184695029761"
"1554395284-216","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@H_MooreCO","Broncofan_H","...and to think I was feeling foofy using this...pic.twitter.com/3k9wOIMcbK","","","","1553809730000","2:48 PM - 28 Mar 2019","/H_MooreCO/status/1111384680421453824"
"1554395284-322","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@cmartrocks","christina martin","See ya soon #MayhemFestival !!! #BackstageArtistLounge @ManStuffUSA @RevolverCig @xzavierusainc @Bandshellcase @I_DRIVEN_I @DrSquatchSoapCo","","2","3","1404412401000","11:33 AM - 3 Jul 2014","/cmartrocks/status/484766865084776449"
"1554395284-210","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@Ishiyda","Toruu","Aye","","","2","1553970973000","11:36 AM - 30 Mar 2019","/Ishiyda/status/1112060980651941888"
"1554395284-365","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","There is a new review on Spearmint Basil Scrub - Thanks Jared C.. https://yotpo.com/go/2ovbx  via @yotpopic.twitter.com/FQgYTe0S8I","","","1","1373221590000","11:26 AM - 7 Jul 2013","/DrSquatchSoapCo/status/353943121509355520"
"1554395284-202","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@ikeliveshow","Ike_Live","UPDATED Ike Live promo codes. @MysteryTackleBx @DrSquatchSoapCo @LiquidMayhem_ @flambeauout @Reelsnot #WatchIkeLivepic.twitter.com/88TqUYcRVj","","5","7","1554235910000","1:11 PM - 2 Apr 2019","/ikeliveshow/status/1113172204756381696"
"1554395284-267","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@laurendubinsky","lauren.pdf  ✨ ✨ ✨","me: ""hi, i lost my debit card & need a new one.""
bank: ""can you verify the last transaction? from doctor....squatch?""

cc: @DrSquatchSoapCo","2","1","9","1500915233000","9:53 AM - 24 Jul 2017","/laurendubinsky/status/889529077480148993"
"1554395284-326","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@ohsnapitsandrew","Andrew Williams","Smelling like spearmint and basil thanks to my @DrSquatchSoapCo soap! #sofresh #soclean","","1","2","1402590449000","9:27 AM - 12 Jun 2014","/ohsnapitsandrew/status/477125043315802113"
"1554395284-236","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DonnieS5150","Donald  🎤  🎹  🏁 💚","Thanks for tagging me Trace.","","","7","1550025439000","6:37 PM - 12 Feb 2019","/DonnieS5150/status/1095512210380652545"
"1554395284-299","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@SocialMktgFella","Andre F Bourque ♕","Great read by @Ramblinblogger7 with his latest review of @DrSquatchSoapCo: http://drg.io/1OA2LDv  #Men #Healthpic.twitter.com/m11JG1CJeV","","2","4","1447176485000","9:28 AM - 10 Nov 2015","/SocialMktgFella/status/664132432254205952"
"1554395284-256","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@ChrisWehkamp","Christopher Wehkamp","Thanks for the tip @MagnaCarta1980 on this @DrSquatchSoapCo it smells great  I can’t wait to try it out pic.twitter.com/94zT43vNeu","1","","6","1529283483000","5:58 PM - 17 Jun 2018","/ChrisWehkamp/status/1008514141311717377"
"1554395284-214","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@Benjami18559506","Benjamin Harrison","@DrSquatchSoapCo  just got my first soap from y’all. I’m looking forward to my shower! pic.twitter.com/0qFgQrMVMU","","","1","1553899699000","3:48 PM - 29 Mar 2019","/Benjami18559506/status/1111762037716205570"
"1554395284-200","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@nick_leverenz","nick","I'm just gunna put this out there and say that @DrSquatchSoapCo has the best shower soap out there.","1","","1","1554250144000","5:09 PM - 2 Apr 2019","/nick_leverenz/status/1113231909042180096"
